,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,hour,minute
11222,1,1,1,1,2,5,1,5,2,2,5,1,0,0,2,2,8,0,1,2,0,1,0,2,5,1,18,3
11223,0,1,1,3,0,0,0,1,1,3,5,1,0,0,3,2,1,1,0,1,0,0,0,2,5,11,16,11
11224,0,0,1,4,1,3,3,5,6,2,5,5,0,0,0,2,1,0,3,6,1,1,2,2,2,5,16,25
11225,5,1,1,4,2,1,3,3,5,2,5,3,0,1,0,3,7,0,0,2,0,1,0,1,5,2,13,29
11226,6,1,1,1,1,5,3,2,6,2,5,2,0,1,1,2,5,1,0,2,0,1,0,2,5,4,6,52
11227,3,2,1,1,1,4,3,1,8,4,3,7,0,0,3,2,7,0,0,2,0,1,1,1,5,2,14,30
11228,3,0,1,4,1,3,3,4,8,2,5,1,0,3,3,4,6,1,3,2,0,1,2,2,5,3,16,25
11229,1,0,1,0,1,0,0,3,8,4,5,6,0,0,2,2,7,1,2,1,0,0,0,2,5,11,17,8
11230,1,0,1,3,3,7,3,1,1,2,5,5,0,2,0,3,8,0,0,1,0,1,0,1,5,9,19,0
11231,2,0,1,4,1,7,3,2,8,2,5,4,0,1,1,2,8,0,0,2,1,1,2,2,5,12,20,27
11232,3,0,1,4,2,7,0,2,2,4,5,1,0,0,0,2,8,1,3,3,0,0,2,2,5,1,21,15
11233,3,1,1,4,1,0,3,2,7,3,5,7,0,1,3,2,1,1,1,2,1,1,1,2,5,5,13,7
11234,3,0,1,4,2,7,3,4,7,3,5,2,0,2,2,3,8,0,0,2,2,1,4,2,5,12,17,29
11235,3,0,1,4,2,7,1,2,2,4,5,1,0,0,0,2,8,1,3,3,0,0,2,2,5,1,21,15
11236,3,1,1,4,1,8,3,5,6,1,5,6,0,0,3,2,8,1,0,2,2,1,4,2,5,10,14,57
11237,5,0,1,5,1,0,3,5,9,3,5,7,0,0,3,2,1,1,1,2,3,2,5,3,5,4,11,9
11238,2,2,1,0,1,3,3,1,8,4,3,5,0,0,3,2,5,0,0,2,0,1,0,2,5,4,13,30
11239,5,1,1,4,1,0,3,1,7,4,5,7,0,0,3,2,2,1,1,2,0,1,0,1,5,2,12,10
11240,2,1,1,4,2,7,3,3,7,4,5,3,0,0,0,2,8,0,2,3,0,1,0,2,5,5,0,14
11241,3,0,1,4,1,7,3,5,6,3,5,0,0,0,0,2,8,1,2,3,0,0,0,2,4,3,21,15
11242,4,1,1,2,1,0,3,5,8,2,5,7,0,0,3,2,8,0,0,2,1,0,2,2,2,9,13,39
11243,1,1,1,4,2,7,3,5,5,2,5,7,0,1,0,3,8,0,0,2,0,1,0,2,5,1,21,48
11244,3,0,1,4,1,9,3,4,7,3,5,1,0,3,3,4,8,1,1,2,1,0,0,2,1,0,16,29
11245,2,0,1,4,1,0,3,0,9,4,1,7,0,0,2,2,7,1,2,2,0,0,0,2,5,3,17,8
11246,3,1,1,3,1,0,3,5,7,4,5,1,1,0,3,2,0,1,0,2,1,1,1,2,5,9,15,17
11247,6,0,1,4,2,7,3,2,9,1,4,1,0,0,2,2,1,1,0,2,2,0,3,2,1,9,6,52
11248,2,0,1,4,2,0,3,5,7,2,5,7,0,3,0,3,1,0,0,2,3,2,5,3,5,6,19,1
11249,5,2,1,4,0,7,3,1,6,0,5,7,0,1,1,2,1,0,1,6,3,2,5,3,5,10,15,13
11250,6,1,1,1,1,5,3,2,6,3,5,1,0,0,2,2,3,1,0,2,0,1,0,2,5,7,6,52
11251,3,0,1,4,0,8,2,4,7,2,5,1,0,0,0,2,8,0,2,2,2,1,4,2,4,0,22,31
11252,4,0,1,4,1,9,3,5,10,2,5,0,0,0,0,2,8,0,0,2,2,1,3,2,2,6,21,18
11253,0,1,1,3,0,0,0,1,1,3,5,1,0,0,3,2,1,1,0,1,0,0,0,2,5,11,16,10
11254,3,0,1,2,0,0,3,5,6,2,5,1,0,1,3,2,0,1,1,5,0,1,2,2,5,6,15,20
11255,4,0,1,4,2,8,3,2,6,1,5,7,0,2,0,2,7,1,0,2,0,0,0,2,5,11,18,39
11256,4,1,1,2,1,0,3,5,8,1,5,7,0,0,3,2,8,0,0,2,1,0,3,2,0,9,15,37
11257,3,0,1,4,2,2,3,0,7,4,6,1,0,0,2,2,8,1,0,2,2,1,4,2,5,6,18,11
11258,3,0,1,2,1,0,1,3,10,5,5,0,0,0,0,2,8,1,1,5,3,2,5,3,5,0,21,15
11259,2,0,1,3,4,8,2,1,2,2,5,7,0,2,0,3,8,0,0,2,0,0,0,1,5,9,20,0
11260,2,0,1,1,1,0,1,2,5,4,5,7,0,1,2,2,8,1,3,2,0,0,2,2,5,11,16,6
11261,2,0,1,4,2,9,1,3,7,1,3,7,1,1,0,2,8,0,0,2,0,0,0,2,5,11,14,42
11262,2,1,1,4,1,11,1,3,7,2,5,3,0,0,0,2,8,0,2,3,0,0,0,2,5,3,0,14
11263,2,0,1,4,1,7,3,2,6,3,5,7,0,0,2,2,8,1,2,2,2,1,0,2,5,0,18,6
11264,6,1,1,1,1,6,3,2,6,3,5,1,0,0,3,2,1,1,0,2,0,0,0,2,4,9,6,52
11265,4,0,1,3,1,4,3,3,7,1,5,7,0,1,1,2,8,1,0,2,1,0,1,2,2,10,17,37
11266,2,2,1,1,2,0,1,5,7,2,5,2,0,0,1,2,1,0,1,2,1,0,2,2,5,9,21,31
11267,5,0,1,5,1,0,3,5,8,4,5,6,0,0,3,2,0,1,0,2,2,1,4,2,5,3,11,11
11268,5,2,1,4,3,1,3,2,8,3,5,7,0,3,3,2,1,1,2,2,0,1,0,1,5,1,12,15
11269,3,0,1,3,1,5,2,5,7,4,5,0,0,0,0,2,8,1,2,3,0,0,1,2,5,2,21,15
11270,3,1,1,4,2,9,1,5,6,2,3,7,1,0,1,2,7,0,0,3,0,1,0,2,5,14,12,43
11271,3,0,1,4,1,0,3,0,8,4,3,7,0,0,2,2,4,1,1,2,0,0,0,2,5,3,14,8
11272,2,3,1,1,2,4,3,1,9,3,3,6,0,0,2,2,8,0,0,2,0,1,1,2,5,2,12,30
11273,3,1,1,4,2,3,3,3,6,1,5,1,1,0,3,2,8,1,0,3,0,1,0,2,5,9,15,17
11274,2,0,1,4,0,0,3,1,0,4,5,6,0,3,2,2,8,0,2,2,0,1,4,2,5,11,15,3
11275,5,1,1,4,2,3,3,3,5,3,5,4,0,1,0,2,6,0,0,2,0,1,0,1,5,2,14,29
11276,2,1,1,4,2,7,3,3,7,4,5,3,0,0,0,2,8,0,2,3,0,1,0,2,5,4,0,14
11277,3,1,1,4,2,0,3,1,6,0,5,1,0,0,3,2,7,1,0,6,0,1,0,2,5,9,15,17
11278,3,1,1,4,2,0,3,5,7,5,5,1,2,0,3,2,0,1,0,2,1,1,0,2,5,9,15,17
11279,3,0,1,4,2,8,1,1,1,2,5,1,0,0,1,2,5,1,3,2,0,1,4,2,5,0,16,15
11280,1,1,1,4,2,6,3,4,6,1,5,4,0,0,3,2,7,1,0,2,1,0,3,2,4,12,7,58
11281,5,0,1,3,1,14,3,5,6,2,5,1,0,0,0,2,8,1,0,2,2,0,3,2,5,8,17,55
11282,3,0,1,4,2,8,1,3,7,1,4,7,0,1,0,2,8,1,0,2,0,0,0,2,5,10,16,41
11283,2,0,1,4,2,0,3,5,8,2,5,7,0,3,2,2,1,0,2,3,3,2,5,3,5,8,15,3
11284,3,1,1,2,0,2,3,3,6,1,5,3,0,1,3,2,0,1,0,6,1,1,4,2,5,9,13,16
11285,4,1,1,4,0,3,3,0,7,3,5,7,0,3,0,2,8,2,0,2,1,0,0,2,5,6,19,39
11286,5,3,1,4,0,8,3,1,6,0,5,7,0,0,0,2,1,0,0,2,3,2,5,3,5,12,19,12
11287,3,1,1,4,1,0,3,2,7,2,5,1,0,2,0,3,8,0,0,2,0,0,0,1,5,3,11,30
11288,0,1,1,1,2,6,2,1,0,4,5,1,0,0,3,2,8,1,1,0,1,1,0,2,5,7,14,0
11289,4,1,1,2,2,3,3,5,1,2,5,7,0,0,3,2,7,1,1,2,1,1,0,2,5,17,16,56
11290,2,0,1,4,1,8,3,5,6,1,5,3,0,0,2,2,8,1,0,2,1,0,3,2,5,11,10,57
11291,3,1,1,4,2,13,3,5,7,3,5,7,0,1,1,2,8,1,0,2,1,1,3,2,5,3,18,42
11292,2,0,1,0,0,0,3,1,6,4,5,1,1,0,3,2,1,0,0,2,0,1,0,2,5,8,11,29
11293,4,0,1,4,3,5,3,5,5,4,5,3,0,0,0,2,2,0,0,0,0,1,0,1,5,4,18,33
11294,0,1,1,1,2,6,3,3,6,0,5,1,0,0,2,2,8,0,0,5,0,1,0,2,5,1,15,1
11295,3,1,1,3,1,0,3,1,6,0,5,1,0,0,3,2,7,1,0,6,0,1,0,2,5,9,15,17
11296,0,1,1,2,1,11,3,1,6,2,4,6,0,0,0,2,1,0,2,2,0,0,0,2,5,14,16,25
11297,3,0,1,2,2,7,3,5,6,3,5,4,0,0,3,2,8,2,1,2,1,0,0,2,5,12,14,0
11298,3,0,1,0,2,0,3,2,7,2,5,0,0,0,0,2,8,1,0,7,0,0,0,2,5,3,21,15
11299,5,0,1,5,1,0,3,3,8,4,5,7,0,0,3,2,1,1,1,2,2,1,3,2,5,3,11,10
11300,4,1,1,3,0,5,3,1,6,0,5,5,0,2,3,2,0,1,1,8,2,1,4,2,5,9,12,15
11301,2,0,1,4,1,7,2,2,7,3,5,1,0,0,0,2,8,0,3,4,0,0,0,2,5,0,1,18
11302,1,1,1,3,1,0,3,5,9,1,5,1,0,0,3,2,8,1,0,2,1,0,3,2,4,9,9,35
11303,3,0,1,4,1,0,3,5,6,4,5,1,0,2,3,3,0,1,2,4,0,1,0,2,5,4,15,22
11304,3,0,1,4,1,3,2,1,7,4,6,2,0,0,2,2,8,1,0,2,3,2,5,3,5,6,17,9
11305,2,1,1,3,1,0,3,1,7,3,5,7,0,2,3,3,8,1,2,3,2,1,4,2,4,10,17,35
11306,3,0,1,4,0,5,3,4,9,2,5,1,0,2,2,3,8,0,2,2,0,1,3,2,5,3,16,24
11307,2,3,1,4,2,12,3,1,6,2,4,1,0,0,0,2,5,1,2,2,3,2,5,3,5,12,3,32
11308,3,0,1,3,0,0,3,5,6,3,5,1,0,2,3,3,0,1,2,5,0,1,0,2,5,4,15,23
11309,2,0,1,4,2,7,3,2,7,4,5,1,0,0,0,2,8,0,2,3,0,1,0,2,5,2,0,17
11310,3,0,1,2,2,8,3,2,6,2,5,7,0,3,1,2,8,1,1,2,0,0,1,2,5,6,18,37
11311,2,1,1,3,2,0,3,1,6,4,5,7,0,3,3,4,8,1,3,3,2,1,4,2,5,9,18,35
11312,4,0,1,4,1,0,3,3,6,2,5,1,0,3,1,4,5,0,1,3,0,1,0,1,5,2,13,27
11313,3,1,1,4,2,8,3,3,6,3,5,1,0,1,1,3,8,1,1,2,3,2,5,3,5,11,11,30
11314,3,0,1,2,2,7,3,5,6,3,5,4,0,0,3,2,8,2,1,2,1,0,0,2,5,12,14,0
11315,2,0,1,4,2,3,2,1,5,3,5,1,0,0,0,2,5,0,3,3,0,1,1,2,3,4,1,18
11316,2,2,1,4,2,0,3,5,11,4,5,1,0,0,3,2,8,0,0,2,1,0,1,2,5,9,13,44
11317,3,1,1,2,2,7,3,3,7,4,4,3,0,1,3,3,8,0,0,2,1,0,0,2,2,1,15,30
11318,1,1,1,3,1,5,3,4,6,5,5,5,0,2,3,3,1,1,2,2,0,1,3,2,5,11,6,50
11319,1,1,1,4,0,4,3,4,4,2,5,7,0,0,0,2,8,0,0,2,1,1,0,2,5,0,19,48
11320,3,0,1,4,1,9,3,4,6,4,5,0,0,0,0,2,3,1,2,2,3,2,5,3,5,4,21,15
11321,2,0,1,4,1,7,3,5,6,1,1,7,0,2,2,3,3,0,2,1,0,1,0,2,5,0,19,53
11322,5,1,1,4,2,6,1,5,8,2,5,0,0,1,3,2,8,1,2,2,1,0,2,2,5,12,18,35
11323,3,0,1,4,1,10,3,5,6,1,5,2,0,0,1,2,8,1,0,2,1,0,3,2,5,10,13,56
11324,3,1,1,4,2,9,1,5,6,2,3,7,1,0,1,2,7,0,0,3,0,1,0,2,5,14,12,43
11325,2,0,1,4,1,8,3,3,7,2,5,1,0,0,1,2,8,0,3,2,0,1,1,2,5,1,6,16
11326,3,1,1,4,2,1,3,2,6,0,5,1,0,0,3,2,8,1,0,5,0,1,0,2,5,9,15,17
11327,3,0,1,4,2,7,3,4,7,3,5,1,0,3,3,4,8,1,1,2,2,1,4,2,5,11,16,29
11328,2,0,1,4,0,0,3,1,1,3,5,7,0,2,3,2,8,1,2,3,0,1,3,2,5,11,15,3
11329,1,1,1,3,1,5,3,4,6,1,5,4,0,0,2,2,8,1,0,2,0,0,3,2,5,10,7,57
11330,2,0,1,4,1,5,3,4,8,2,5,1,0,2,2,3,7,0,3,2,0,1,3,2,4,3,16,25
11331,3,0,1,3,2,5,2,5,6,3,5,0,0,0,0,2,1,0,0,0,0,0,0,1,5,5,20,35
11332,3,0,1,4,0,7,3,5,6,4,5,1,0,0,0,2,8,0,2,3,0,0,1,2,5,3,21,16
11333,2,3,1,4,1,9,3,4,6,1,5,7,0,0,2,2,8,1,2,2,2,1,4,2,5,0,18,1
11334,3,0,1,4,1,9,3,4,6,1,5,1,0,0,3,2,7,1,4,2,0,1,1,2,5,0,11,16
11335,5,1,1,4,4,8,3,1,6,1,5,7,0,3,3,2,1,1,2,4,1,1,1,2,5,5,12,15
11336,3,0,1,1,1,0,0,5,11,4,5,1,0,0,0,2,8,1,0,2,3,2,5,3,5,1,20,13
11337,4,0,1,4,0,14,3,1,7,4,5,0,0,0,2,2,8,1,0,2,0,0,3,1,5,12,17,11
11338,3,0,1,3,2,8,3,2,6,1,5,7,0,3,0,2,8,1,0,2,0,0,0,2,5,9,18,38
11339,3,0,1,1,1,0,3,4,7,4,4,7,0,0,3,2,2,0,0,2,0,1,1,1,5,1,15,35
11340,3,0,1,4,1,8,3,5,7,2,5,1,0,1,1,2,8,1,2,2,2,1,2,2,3,0,19,30
11341,2,0,1,4,1,0,3,0,9,4,1,7,0,0,2,2,6,1,2,2,0,0,0,2,5,3,17,8
11342,2,1,1,2,2,0,3,2,6,3,5,7,0,1,3,3,5,0,1,3,3,2,5,3,5,10,19,34
11343,3,0,1,2,2,7,3,5,6,3,5,4,0,0,3,2,8,2,1,2,1,0,0,2,5,12,14,0
11344,3,0,1,3,2,0,3,1,6,0,5,0,0,0,2,2,8,1,0,7,0,0,0,2,5,8,15,16
11345,0,2,1,1,2,4,3,1,5,0,5,2,0,0,3,2,8,1,1,7,0,1,1,2,5,1,14,0
11346,0,1,1,1,2,5,2,2,4,1,5,1,0,0,3,2,8,1,1,6,0,1,0,2,5,1,15,0
11347,3,0,1,4,1,7,3,5,6,3,5,1,0,0,0,2,8,1,3,3,0,0,0,2,5,2,19,15
11348,4,0,1,4,1,2,3,5,6,2,5,1,0,1,1,3,1,0,1,1,0,1,2,1,5,5,18,33
11349,3,0,1,4,0,8,3,3,9,3,5,3,0,0,0,2,8,0,0,2,1,1,3,2,5,6,22,23
11350,3,1,1,2,1,0,3,5,9,1,5,6,0,0,3,2,8,1,0,2,1,0,3,2,0,9,14,35
11351,5,3,1,4,0,8,3,1,6,0,5,7,0,0,0,2,1,0,0,4,3,2,5,3,5,11,18,12
11352,2,1,1,4,1,0,3,4,8,2,5,7,0,2,3,2,2,1,2,4,2,1,4,2,5,9,15,3
11353,2,2,1,1,1,5,3,4,4,6,5,4,0,0,3,2,4,0,0,2,0,1,0,2,5,9,13,44
11354,2,1,1,4,2,7,3,3,8,4,5,4,0,0,0,2,8,0,1,2,0,1,0,2,5,5,0,13
11355,2,0,1,2,1,10,1,2,7,4,5,4,0,1,1,3,8,0,1,3,0,0,3,2,3,1,19,35
11356,0,2,1,1,2,6,3,1,0,4,5,1,0,0,2,2,8,1,0,0,2,1,0,2,5,9,13,0
11357,2,1,1,4,2,14,0,5,6,2,5,1,0,0,3,2,1,1,2,2,2,1,4,2,5,9,20,3
11358,2,1,1,1,2,5,3,1,6,4,5,7,0,3,3,4,8,1,3,2,0,1,3,2,5,5,18,35
11359,0,1,1,1,2,7,3,2,1,4,5,1,0,0,3,2,8,2,1,0,1,0,0,2,5,10,13,0
11360,3,3,0,1,0,3,3,1,7,4,5,7,0,3,0,2,3,1,0,2,2,1,2,2,5,9,18,37
11361,4,3,0,0,0,5,3,2,7,3,5,7,0,3,0,2,2,2,0,2,1,0,1,2,5,9,19,39
11362,5,3,1,4,0,8,3,1,6,0,5,7,0,0,0,2,1,0,0,3,3,2,5,3,5,11,18,12
11363,6,1,1,1,1,5,3,2,6,2,5,2,0,1,1,2,5,1,0,2,0,1,0,2,5,4,6,52
11364,4,1,1,3,0,0,3,4,7,1,5,1,0,2,3,3,1,0,2,2,0,1,3,2,5,5,16,31
11365,3,2,1,4,0,0,3,0,7,5,5,7,0,3,1,2,8,1,1,2,2,1,1,2,5,5,18,37
11366,4,0,1,4,1,5,3,2,8,1,3,3,0,2,0,2,6,1,0,2,2,1,4,2,5,10,6,54
11367,0,1,1,1,2,5,3,2,6,0,5,1,0,0,2,2,8,1,0,5,0,1,0,2,5,1,14,1
11368,3,0,1,4,0,14,2,1,7,3,5,1,0,0,3,2,6,1,0,2,0,0,3,1,5,12,17,8
11369,2,0,1,3,2,0,2,4,9,3,5,7,0,2,2,2,2,1,3,3,2,1,4,2,5,9,15,4
11370,1,1,1,2,1,5,3,5,3,3,5,7,0,0,1,2,5,0,0,2,0,1,0,2,5,3,17,47
11371,2,0,1,4,2,9,1,3,7,1,3,7,1,1,0,2,8,0,0,2,0,0,0,2,5,11,14,42
11372,1,2,1,1,1,6,3,5,2,5,5,7,0,0,2,2,2,0,0,2,0,1,0,2,5,8,13,44
11373,4,0,1,4,0,12,3,4,7,4,5,0,0,0,0,2,8,0,0,2,3,2,5,3,5,6,21,17
11374,2,0,1,4,1,0,0,5,9,5,5,7,0,0,2,2,5,1,3,2,3,2,5,3,5,4,17,6
11375,5,2,1,4,3,1,3,2,8,3,5,7,0,3,3,2,1,1,2,2,0,1,0,1,5,1,12,15
11376,2,0,1,0,1,0,0,3,9,4,4,7,0,0,2,2,8,1,3,2,1,0,0,2,5,10,18,8
11377,6,0,1,3,1,5,3,1,8,1,3,2,0,2,0,2,5,1,0,2,2,1,4,2,5,10,6,52
11378,3,0,1,4,1,8,3,5,10,2,5,0,0,0,0,2,8,1,0,2,1,0,2,2,1,8,21,15
11379,2,0,1,4,0,0,3,1,0,3,5,7,0,2,3,2,8,1,2,2,0,1,3,2,5,11,15,3
11380,3,0,1,2,2,0,3,1,6,0,5,0,0,0,2,2,8,1,0,7,0,0,0,2,5,7,16,16
11381,4,0,1,4,0,8,3,5,8,4,5,1,0,0,0,2,8,0,1,2,2,1,3,2,5,3,21,20
11382,3,1,1,2,0,0,3,5,7,3,5,1,0,0,3,2,0,1,0,3,0,1,2,2,5,9,15,17
11383,3,0,1,4,3,6,3,1,2,2,5,4,0,3,0,4,8,0,0,2,1,1,2,1,5,9,20,0
11384,5,0,1,4,1,4,3,2,6,1,5,7,0,2,3,2,1,1,1,6,3,2,5,3,5,7,11,13
11385,3,0,1,4,1,0,3,0,7,6,5,1,0,0,0,2,8,1,3,3,0,1,4,2,5,2,21,15
11386,2,1,1,1,3,9,0,5,9,2,5,7,0,0,3,2,8,1,2,2,1,0,3,2,5,9,17,0
11387,2,2,1,1,2,4,3,5,2,1,5,7,0,0,3,2,8,1,2,2,3,2,5,3,5,0,18,0
11388,6,0,1,4,1,5,3,1,9,1,3,2,0,2,0,2,4,1,0,2,2,1,4,2,3,9,6,52
11389,3,1,1,3,1,0,3,5,7,4,5,1,1,0,3,2,0,1,0,3,1,1,1,2,5,9,15,17
11390,4,0,1,4,2,7,3,5,10,3,5,7,0,1,3,2,8,1,1,3,2,1,2,2,5,11,15,1
11391,2,0,1,2,2,0,1,4,9,3,5,7,0,1,2,2,4,1,3,3,2,1,3,2,5,9,16,5
11392,2,1,1,3,2,8,2,5,12,5,5,7,0,2,3,2,8,1,2,2,2,1,4,2,5,12,15,3
11393,2,1,1,4,1,0,3,0,7,4,5,7,0,3,2,3,8,1,2,3,2,1,4,2,5,9,18,35
11394,1,1,1,3,2,7,3,3,6,2,5,3,1,0,1,2,5,0,1,2,0,0,0,2,5,11,15,20
11395,0,0,1,1,2,7,3,4,3,5,5,1,0,0,3,2,8,2,1,0,0,0,0,2,5,13,13,0
11396,2,1,1,3,2,12,0,5,7,2,5,2,0,0,3,2,2,1,2,2,2,1,4,2,5,9,19,2
11397,2,1,1,0,0,0,1,2,7,3,5,0,1,0,1,2,1,0,1,2,0,0,0,2,5,9,15,30
11398,3,1,1,3,1,9,1,4,6,2,3,7,1,0,1,2,8,0,0,2,1,1,2,2,5,11,11,44
11399,1,1,1,4,1,6,3,5,4,2,5,7,0,0,0,2,8,0,0,2,0,1,0,2,5,0,20,49
11400,1,1,1,4,0,0,1,2,3,4,5,1,0,0,3,2,1,1,0,1,0,0,0,2,5,10,16,12
11401,3,0,1,4,1,2,3,1,6,5,5,1,0,0,0,2,8,1,3,2,0,0,2,2,5,3,21,15
11402,1,0,1,4,2,9,3,5,7,1,3,7,0,3,0,4,6,1,0,2,0,1,0,2,5,2,21,49
11403,3,0,1,4,1,6,3,4,6,4,5,1,0,0,0,2,8,1,3,3,0,0,0,2,5,3,21,15
11404,1,3,1,3,2,9,3,5,6,0,5,5,0,0,2,2,8,0,1,2,2,1,3,2,5,0,17,0
11405,2,1,1,3,2,1,3,1,6,4,5,7,0,3,3,4,8,1,3,3,2,1,4,2,5,8,18,35
11406,3,1,1,3,1,0,3,5,7,5,5,1,1,0,3,2,0,1,0,2,1,1,0,2,5,9,15,17
11407,4,2,1,4,0,1,3,0,7,4,5,7,0,3,0,2,8,2,0,2,1,0,0,2,5,4,19,39
11408,2,0,1,4,1,10,1,2,7,2,5,1,0,0,0,2,8,0,3,4,0,0,0,2,5,0,1,18
11409,3,1,1,2,0,0,3,5,7,2,5,1,0,0,3,2,1,1,0,4,0,1,3,2,5,9,15,17
11410,4,0,1,4,0,8,3,5,8,3,5,1,0,0,0,2,8,0,1,2,3,2,5,3,5,2,22,25
11411,2,2,1,1,1,7,3,4,2,5,5,7,0,0,3,2,3,0,0,2,0,1,0,2,5,9,12,44
11412,0,1,1,4,0,0,0,0,1,4,5,1,0,0,3,2,2,1,0,1,0,0,0,2,5,12,17,10
11413,5,1,1,4,1,10,3,5,6,2,5,6,0,0,2,2,8,1,0,2,2,1,4,2,5,9,17,56
11414,5,0,1,2,2,4,3,5,1,2,5,6,0,0,2,2,8,1,0,2,2,0,0,2,6,16,17,56
11415,3,0,1,4,1,8,3,4,6,4,5,0,0,0,0,2,2,1,2,2,3,2,5,3,5,3,21,15
11416,4,0,1,4,3,5,3,5,5,4,5,2,0,0,0,2,2,0,0,0,0,1,0,1,5,4,18,34
11417,4,0,1,4,2,8,3,4,6,3,5,7,0,0,2,2,6,1,0,6,0,0,0,2,5,17,16,39
11418,1,2,1,3,2,4,3,0,9,4,5,3,1,0,1,2,8,1,0,4,2,1,4,2,3,16,17,10
11419,0,0,1,1,2,7,2,5,5,5,5,2,0,0,3,2,8,1,1,0,0,0,0,2,5,13,14,0
11420,3,0,1,2,1,0,0,5,10,4,5,3,0,0,0,2,8,1,1,2,3,2,5,3,5,1,19,11
11421,3,0,1,4,1,12,3,4,6,4,5,0,0,0,0,2,6,1,0,2,3,2,5,3,5,7,21,15
11422,5,0,1,4,3,7,3,4,7,2,5,7,0,0,2,2,8,1,0,3,1,1,0,1,5,10,17,0
11423,2,1,1,1,2,8,3,2,6,4,5,5,0,3,3,4,8,1,2,2,0,0,2,2,4,2,17,33
11424,3,0,1,4,1,1,3,3,6,2,5,7,0,0,0,2,6,1,1,9,0,1,2,2,5,11,3,11
11425,3,1,1,4,2,0,3,3,6,4,5,1,1,0,3,2,2,1,0,3,1,1,0,2,5,9,15,17
11426,2,1,1,3,2,8,2,5,12,5,5,7,0,2,3,2,8,1,2,2,2,1,4,2,5,12,15,3
11427,4,0,1,4,1,0,3,0,7,4,3,7,0,0,2,2,3,1,1,2,0,0,0,2,5,3,14,8
11428,3,0,1,4,1,0,3,3,6,3,5,1,0,3,1,4,3,0,1,4,0,1,0,1,5,2,14,26
11429,2,1,1,4,1,0,3,0,7,4,5,7,0,3,1,3,8,1,1,3,2,1,3,2,5,7,18,36
11430,3,0,1,4,1,8,3,5,7,2,5,1,0,0,3,2,8,1,3,2,0,1,1,2,5,2,11,16
11431,3,0,1,1,1,0,0,5,11,4,5,1,0,0,0,2,8,1,0,2,3,2,5,3,5,1,20,13
11432,2,2,1,1,3,10,0,5,8,1,5,7,0,0,3,2,8,1,2,2,1,0,3,2,5,6,18,0
11433,3,0,1,4,1,11,3,5,6,1,5,2,0,0,0,2,8,1,0,2,1,0,3,2,5,10,14,56
11434,5,1,1,4,3,5,3,1,2,3,5,1,0,3,0,4,8,0,0,2,2,1,4,2,5,9,20,0
11435,2,1,1,1,2,4,0,5,0,3,5,2,0,0,3,2,8,1,2,2,0,1,1,2,5,1,19,2
11436,4,2,1,3,2,1,3,5,5,4,5,7,0,0,3,2,6,0,0,2,0,0,0,2,5,9,11,44
11437,3,1,1,3,2,9,3,4,6,4,5,2,0,3,3,4,8,1,1,2,1,0,0,2,2,0,16,31
11438,3,0,1,4,1,9,3,2,2,1,5,1,0,0,3,2,2,1,4,2,0,1,3,2,5,0,11,16
11439,6,2,1,1,1,4,3,2,6,2,5,3,0,2,0,2,8,0,0,2,0,0,0,2,5,2,6,51
11440,2,0,1,4,1,0,1,5,9,4,5,7,0,1,2,2,4,1,3,2,3,2,5,3,5,5,16,6
11441,2,2,1,3,2,0,3,4,11,4,5,1,0,0,3,2,8,0,0,2,1,0,1,2,5,10,14,45
11442,5,3,1,4,0,9,3,1,6,0,5,5,0,0,0,2,2,0,0,2,3,2,5,3,5,12,21,12
11443,2,0,1,1,1,8,2,2,6,4,5,6,0,2,2,3,8,0,2,2,0,0,3,2,4,2,18,35
11444,4,1,0,2,1,6,3,2,7,2,5,7,0,3,0,2,5,2,0,2,1,0,0,2,5,9,19,39
11445,4,0,1,4,2,6,2,4,6,4,5,1,0,0,0,2,1,0,0,0,0,0,0,1,4,4,20,35
11446,1,0,1,4,1,5,3,4,6,1,4,4,0,0,2,2,7,1,0,2,1,0,4,2,5,12,7,58
11447,3,0,1,3,2,8,3,5,6,1,0,6,0,2,2,3,2,1,2,1,0,1,0,2,5,1,18,55
11448,3,2,1,2,3,1,3,3,8,5,5,3,0,0,3,2,8,0,0,2,0,0,1,2,5,9,12,44
11449,1,1,1,1,2,5,0,3,1,2,5,1,0,0,3,2,8,1,1,3,0,1,0,2,5,1,18,2
11450,5,3,1,4,0,9,3,1,6,0,5,6,0,0,0,2,2,0,0,2,3,2,5,3,5,12,21,12
11451,3,0,1,4,2,7,3,4,7,3,5,1,0,3,3,4,8,1,1,2,2,1,4,2,5,12,16,29
11452,1,1,1,4,2,5,3,4,6,5,5,5,0,2,3,3,1,1,2,2,0,0,3,2,4,11,6,50
11453,4,1,1,4,2,11,3,3,7,2,5,7,0,1,1,2,8,1,0,2,2,1,2,2,5,6,17,39
11454,3,0,1,2,1,0,1,5,7,3,5,0,0,1,1,3,1,1,3,3,0,0,0,2,5,5,18,27
